,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Published Date.1,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Erosion,Roads_Bridges_Embkt,Response Type,Flood Response - Subhead,month,Tender ID.1,tender_district_externalReference,tender_district_title_description,tender_district_location,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,gp,tender_block_location,BLOCK_FINALISED
47,2019_GNIDA_387776_12,GM/PROJECT/K/2019/42 DATED 26.09.2019,"Providing and fixing interlocking tile for Shamshan ghat, RCC drain work along main approach road, repairing of interlocking tiles and drain, M.S. grating work and construction of boundary wall for Kabristan in village Junedpur","Providing and fixing interlocking tile for Shamshan ghat, RCC drain work along main approach road, repairing of interlocking tiles and drain, M.S. grating work and construction of boundary wall for Kabristan in village Junedpur",Works,Open Tender,Fixed-rate,Civil Works,No,No,NA ,11-Jun-2025 06:41 PM,,NA ,90.0,No ,No,Offline,01-Nov-2019 11:00 AM,Greater Noida Industrial Development Authority,GREATER NOIDA,201308.0,2.0,"85,56,324",JAY SHRI VAISHNO TRADERS,"8,128,508.27",Accepted-AOC,17-Jan-2020,Greater Noida Industrial Development Authority,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 4, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,True,Repair and Restoration,"{'repairing': 2, 'Construction': 2, 'Drain': 4}",2020_01,,NA,NA,NA,NA,,,,,,
48,2019_GNIDA_392841_4,GM/PROJECT/S/2019/47 DATED 03.10.2019,"Construction of C.C. road and drain (Vijay Pal home to Kisan Swarop Plot) in village Sadullapur, Greater Noida","Construction of C.C. road and drain (Vijay Pal home to Kisan Swarop Plot) in village Sadullapur, Greater Noida",Works,Open Tender,Fixed-rate,Civil Works,No,No,NA ,18-Oct-2019 09:00 AM,,NA ,90.0,No ,No,Offline,11-Nov-2019 11:00 AM,Greater Noida Industrial Development Authority,GREATER NOIDA,201308.0,2.0,"19,15,152",M/S RAJEEV CONSTRUCTION,"1,397,295.24",Rejected-Finance,27-Jan-2020,Greater Noida Industrial Development Authority,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_01,,NA,NA,NA,NA,,,,,,
67,2019_SCIDC_417491_1,853/EE Siddhartnagar/E Tender/Dt 28-12-2019,Construction of C.C Road and Culvert Kaajihush ke Bagal PWD Road se Mangal Bazar hote huye Gram Phulpur Raja Sarhad Tak Block Biskohar Distt Siddhart Nagar,Construction of C.C Road and Culvert Kaajihush ke Bagal PWD Road se Mangal Bazar hote huye Gram Phulpur Raja Sarhad Tak Block Biskohar Distt Siddhart Nagar,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,30-Dec-2019 09:00 AM,,NA ,90.0,No ,No,Offline,07-Jan-2020 11:30 AM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,PWD Road Block Biskohar Distt Siddhar Nagar,272193.0,2.0,"22,08,746",M/S ANSUMAN TRADERS,"2,208,525",Rejected-Finance,24-Jan-2020,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Construction': 2},2020_01,,NA,NA,NA,NA,,,,,,
72,2019_UPIDC_349265_1,"01/EE/2019-20,LOT-03","01/EE/2019-20,LOT-03",S/E for Internal Clearance for improving Drainage Capacity of Gangroo Drain between km 0.000 to Km 11.866 for Year 2019-20,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,01-Jun-2019 12:00 PM,,NA ,90.0,No ,No,Offline,08-Jun-2019 12:00 PM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E U D E Yamuna Canal Saharanpur,SAHARNAPUR,247001.0,2.0,"6,62,000",RAJ KUMAR TYAGI,"385,590",Rejected-AOC,18-Jun-2019,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E U D E Yamuna Canal Saharanpur,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 1, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,True,Repair and Restoration,{'Drain': 1},2020_01,,NA,NA,NA,NA,,,,,,
76,2019_UPIDC_349286_1,"01/EE/2019-20,LOT-09","01/EE/2019-20,LOT-09",CORRECTING INTERNAL SECTION OF BALPUR DRAIN FROM K.M. 4.560 TO K.M. 0.000,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,01-Jun-2019 12:00 PM,,NA ,90.0,No ,No,Offline,08-Jun-2019 12:00 PM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E U D E Yamuna Canal Saharanpur,SRE,247001.0,2.0,"3,94,000",SURESH KUMAR,"229,869",Rejected-AOC,18-Jun-2019,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E U D E Yamuna Canal Saharanpur,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 1, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,True,Repair and Restoration,{'Drain': 1},2020_01,,NA,NA,NA,NA,,,,,,
77,2019_UPIDC_349288_1,"01/EE/2019-20,LOT-10","01/EE/2019-20,LOT-10",CORRECTING INTERNAL SECTION OF LANDHAURA DRAIN FROM K.M. 8.000 TO K.M. 2.000,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,01-Jun-2019 12:00 PM,,NA ,90.0,No ,No,Offline,08-Jun-2019 12:00 PM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E U D E Yamuna Canal Saharanpur,SRE,247001.0,2.0,"4,76,000",SURESH KUMAR,"271,427",Rejected-AOC,18-Jun-2019,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E U D E Yamuna Canal Saharanpur,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 1, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,True,Repair and Restoration,{'Drain': 1},2020_01,,NA,NA,NA,NA,,,,,,
78,2019_UPIDC_349290_1,"01/EE/2019-20,LOT-11","01/EE/2019-20,LOT-11",CORRECTING INTERNAL SECTION OF JATIAKHERI DRAIN FROM K.M. 20.600 TO K.M. 16.093,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,01-Jun-2019 12:00 PM,,NA ,90.0,No ,No,Offline,08-Jun-2019 12:00 PM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E U D E Yamuna Canal Saharanpur,SRE,247001.0,2.0,"3,96,000",SURESH KUMAR,"237,264",Rejected-AOC,18-Jun-2019,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E U D E Yamuna Canal Saharanpur,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 1, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,True,Repair and Restoration,{'Drain': 1},2020_01,,NA,NA,NA,NA,,,,,,
79,2019_UPIDC_349296_1,"01/EE/2019-20,LOT-13","01/EE/2019-20,LOT-13",CORRECTING INTERNAL SECTION OF KABIRPUR DRAIN FROM K.M. 0.000 TO 2.300,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,01-Jun-2019 12:00 PM,,NA ,90.0,No ,No,Offline,08-Jun-2019 12:00 PM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E U D E Yamuna Canal Saharanpur,SRE,247001.0,2.0,"4,36,000",J P INFRATECH,"268,350",Rejected-AOC,18-Jun-2019,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E U D E Yamuna Canal Saharanpur,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 1, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,True,Repair and Restoration,{'Drain': 1},2020_01,,NA,NA,NA,NA,,,,,,
80,2019_UPIDC_349299_1,"01/EE/2019-20,LOT-14","01/EE/2019-20,LOT-14",EARTH WORK IN RESTORATION OF INTERNAL SECTION OF JATIYAKHERI DRAIN FROM KM 0.000 TO KM 16.000,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,01-Jun-2019 12:00 PM,,NA ,90.0,No ,No,Offline,08-Jun-2019 12:00 PM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E U D E Yamuna Canal Saharanpur,SRE,247001.0,2.0,"8,10,000",SURESH KUMAR,"468,380",Rejected-AOC,18-Jun-2019,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E U D E Yamuna Canal Saharanpur,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 1, 'Restoration': 1, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,True,Repair and Restoration,"{'restoration': 1, 'Drain': 1}",2020_01,,NA,NA,NA,NA,,,,,,
82,2019_UPIDC_349308_1,"01/EE/2019-20,LOT-18","01/EE/2019-20,LOT-18",EARTH WORK IN RESTORATION OF INTERNAL SECTION OF GANDAWARE DRAIN FROM KM 0.000 TO KM 7.500,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,01-Jun-2019 12:00 PM,,NA ,90.0,No ,No,Offline,08-Jun-2019 12:00 PM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E U D E Yamuna Canal Saharanpur,SRE,247001.0,2.0,"4,88,000",SURESH KUMAR,"293,774",Rejected-AOC,18-Jun-2019,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E U D E Yamuna Canal Saharanpur,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 1, 'Restoration': 1, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,True,Repair and Restoration,"{'restoration': 1, 'Drain': 1}",2020_01,,NA,NA,NA,NA,,,,,,
92,2019_UPRNS_412288_1,965/NIVIDA/UPRNSS/GKP/2019-20 DATED 09.12.19,CONSTRUCTION OF 5000 MT GODOWN MANDI SAMITI SAHIYAPUR AT DISTRICT SIDDHARTHNAGAR,5000 MT GODOWN OFFICE BUILDING BITUMEN ROAD DRAIN BOUNDARY WALL GATE AND HAND PUMP,Works,Open Tender,Percentage,Civil Works - Buildings,No,No,NA ,11-Dec-2019 09:00 AM,,11-Dec-2019 09:00 AM ,15.0,No ,No,Offline,04-Jan-2020 12:00 PM,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,MANDI SAMITI SAHIYAPUR AT DISTRICT SIDDHARTHNAGAR,272153.0,2.0,"4,51,40,000",M/S V.S.ENTERPRISES,"45,121,944",Rejected-Finance,10-Jan-2020,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 1, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 1, 'Drain': 1}",2020_01,,NA,NA,NA,NA,,,,,,
94,2019_YEIDA_405375_14,YEA/GM(PROJECT)/2019/345 DT-14/11/2019,"C/o rcc drain from j.s farm house to pond and pond to kallu bhagat ji house in village kallupur,yea","C/o rcc drain from j.s farm house to pond and pond to kallu bhagat ji house in village kallupur,yea",Works,Open Tender,Fixed-rate,Civil Works,No,No,NA ,21-Nov-2025 05:22 PM,,NA ,90.0,No ,No,Offline,03-Dec-2019 11:00 AM,Yamuna Expressway Industrial Development Authority,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,2.0,"1,65,21,155",M/s PULKIT KUMAR BUILDERS,"13,162,404.35",Rejected-Technical,20-Jan-2020,Yamuna Expressway Industrial Development Authority,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 4, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Drain': 2},2020_01,,NA,NA,NA,NA,,,,,,
118,2019_CEUCZ_416109_1,1920/2LEKHA/2019 DT. 17-12-2019,Construction of Interlocking and drain work from Nikhil Pandeys house situated in village Gegaso to Shivpuri Ganga Ghat.,Construction of Interlocking and drain work from Nikhil Pandeys house situated in village Gegaso to Shivpuri Ganga Ghat.,Works,Open Tender,Fixed-rate,Civil Works,No,No,NA ,24-Dec-2019 01:10 PM,,24-Dec-2019 01:10 PM ,90.0,No ,No,Online,31-Dec-2019 03:30 PM,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Construction Division-2, Reabarelli",Raebareli,229001.0,2.0,"7,25,000",M/S NAMAN ENTERPRISES,"680,756.99",Rejected-Finance,05-Feb-2020,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Construction Division-2, Reabarelli",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_02,,NA,NA,NA,NA,,,,,,
121,2019_DOLBU_312196_1,3/07,Construction of Interlocking road Nala and Culvert from H o Shri Nobhar singh to Existing nala Moh Aalahwala Haldaur,Construction of Interlocking road Nala and Culvert from H o Shri Nobhar singh to Existing nala Moh Aalahwala Haldaur,Works,Open Tender,Percentage,Civil Works,No,No,NA ,19-Feb-2019 10:00 AM,,NA ,30.0,No ,No,Offline,27-Feb-2019 04:00 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Haldaur Bijnor,NPP HALDAUR,246726.0,2.0,"9,56,100",M/S GANPATI CONTRACTOR,"955,615.55",Rejected-Finance,06-Feb-2020,Directorate of Local Bodies UP||Nagar Palika Parishad Haldaur Bijnor,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Construction': 2},2020_02,,NA,NA,NA,NA,,,,,,
